VoteKit PreferenceProfile
Candidates
(Kelly Doyle:Kelly ),(Eric Zimmerman:Eric Z),(Mike DiNapoli:Mike D),(Bob Callahan:Bob Ca),(Kevin Goldsmith:Kevin ),(Michael Trimble:Michae),(Chloe Mason:Chloe ),(Bob Weinstein:Bob We),(Tony Morse:Tony M),(Raquel Coyote:Raquel),(Lisa Freeman:Lisa F),(Eli Arnold:Eli Ar),(Ciatta R Thompson:Ciatta),(Tony Schwartz:Tony S),(Olivia Clark:Olivia),(Chad Lykins:Chad L),(Andra Vltavin:Andra ),(Joseph (Joe) Alfone:Joseph),(Patrick Cashman:Patric),(Mitch Green:Mitch ),(Sarah Silkie:Sarah ),(Chris Henry:Chris ),(Ben Hufford:Ben Hu),(Brandon Farley:Brando),(L Christopher Regis:L Chri),(John Toran:John T),(Moses Ross:Moses ),(Stanley Penkin:Stanle),(John J Goldsmith:John J),(Lee Odell:Lee Od)
Max Ranking Length
6
Includes Voter Set
False
=,=,=,=,=,=,=,=,=,=
&,{'Eric Z'},{'Eli Ar'},{'Sarah '},{'Ben Hu'},{'Olivia'},,&,2/1,&
&,{'Eric Z'},{'Eli Ar'},{'Sarah '},{'Bob We'},{'Chad L'},{'Ciatta'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Sarah '},{'Bob We'},{'Mitch '},{'Olivia'},&,3/1,&
&,{'Eric Z'},{'Eli Ar'},{'Sarah '},{'Bob We'},{'Mitch '},,&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Sarah '},{'Chad L'},{'Mitch '},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Sarah '},{'Chloe '},{'Chad L'},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Sarah '},{'Joseph'},{'Bob We'},{'Ciatta'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Sarah '},{'Lisa F'},{'Mitch '},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Sarah '},{'Lisa F'},{'Mitch '},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Sarah '},{'Mitch '},{'Bob We'},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Sarah '},{'Mitch '},{'Chris '},,&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Sarah '},{'Mitch '},{'Olivia'},,&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Sarah '},{'Mitch '},,,&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Sarah '},{'Olivia'},{'Bob We'},{'Ben Hu'},&,2/1,&
&,{'Eric Z'},{'Eli Ar'},{'Sarah '},{'Olivia'},{'Bob We'},{'Mitch '},&,2/1,&
&,{'Eric Z'},{'Eli Ar'},{'Sarah '},{'Olivia'},{'Mitch '},{'Bob We'},&,2/1,&
&,{'Eric Z'},{'Eli Ar'},{'Sarah '},{'Olivia'},{'Tony M'},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Sarah '},{'Olivia'},{'Tony M'},{'Chad L'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Sarah '},{'Olivia'},,,&,4/1,&
&,{'Eric Z'},{'Eli Ar'},{'Sarah '},{'Tony M'},{'Andra '},{'Mitch '},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Sarah '},{'Tony M'},{'Olivia'},,&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Sarah '},,,,&,7/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Ben Hu'},{'Bob Ca'},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Ben Hu'},{'Bob We'},{'John T'},&,2/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Ben Hu'},{'Kevin '},{'Mitch '},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Ben Hu'},{'Olivia'},{'Bob Ca'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Ben Hu'},{'Olivia'},{'Bob We'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Ben Hu'},{'Tony M'},{'John T'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Ben Hu'},,,&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Bob Ca'},{'Lisa F'},{'Mitch '},&,2/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Bob Ca'},{'Olivia'},{'Bob We'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Bob We'},{'Chad L'},{'Lisa F'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Bob We'},{'John T'},{'Tony M'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Bob We'},{'Olivia'},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Bob We'},{'Olivia'},{'Bob Ca'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Bob We'},{'Olivia'},,&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Bob We'},,,&,3/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Chad L'},{'Bob Ca'},{'Moses '},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Chad L'},{'Olivia'},{'Bob We'},&,2/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Chad L'},{'Tony M'},{'Chloe '},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'John T'},{'Bob Ca'},{'Lisa F'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'John T'},{'Olivia'},{'Mitch '},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'John T'},{'Olivia'},{'Sarah '},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Kevin '},{'Ben Hu'},{'Michae'},&,3/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Kevin '},{'Mitch '},{'Bob Ca'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Mitch '},{'John T'},,&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Mitch '},{'Olivia'},{'Kevin '},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Mitch '},{'Tony M'},{'John T'},&,2/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Olivia'},{'Ben Hu'},{'Tony M'},&,2/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Olivia'},{'Bob Ca'},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Olivia'},{'Bob We'},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Olivia'},{'Bob We'},{'John T'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Olivia'},{'Bob We'},,&,3/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Olivia'},{'John T'},{'Ben Hu'},&,2/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Olivia'},{'Lisa F'},{'Moses '},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Olivia'},{'Mitch '},{'Moses '},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Olivia'},,,&,3/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Sarah '},{'John T'},{'Moses '},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Sarah '},{'Olivia'},{'Kevin '},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Tony M'},{'Olivia'},{'John T'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Tony M'},{'Olivia'},,&,2/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},{'Tony M'},,,&,2/1,&
&,{'Eric Z'},{'Eli Ar'},{'Stanle'},,,,&,5/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Ben Hu'},{'Olivia'},{'Sarah '},&,2/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Bob We'},{'Olivia'},{'Chad L'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Bob We'},,,&,3/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Chad L'},{'Bob Ca'},{'Lisa F'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Chad L'},{'Bob Ca'},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Chad L'},{'Kevin '},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Chad L'},{'Mitch '},{'Lisa F'},&,2/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Chad L'},{'Olivia'},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Chad L'},{'Olivia'},{'Bob We'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Chad L'},{'Olivia'},,&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Chloe '},{'Lisa F'},,&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Chloe '},,,&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Ciatta'},{'Kevin '},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'John T'},{'Chad L'},{'Mitch '},&,2/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'John T'},{'Chloe '},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'John T'},{'Ciatta'},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'John T'},{'Mitch '},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Kevin '},{'Bob We'},,&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Kevin '},{'Olivia'},{'Chad L'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Kevin '},{'Sarah '},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Lisa F'},{'Ben Hu'},{'Bob We'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Michae'},{'Olivia'},{'Bob We'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Mitch '},{'Chad L'},{'Bob Ca'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Mitch '},{'Chad L'},{'Chris '},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Mitch '},{'Chloe '},,&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Mitch '},{'Sarah '},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Mitch '},,,&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Moses '},,,&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Olivia'},{'Ben Hu'},{'Moses '},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Olivia'},{'Ben Hu'},,&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Olivia'},{'Bob We'},,&,2/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Olivia'},{'John T'},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Olivia'},{'John T'},{'Stanle'},&,2/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Olivia'},{'Mitch '},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Olivia'},{'Mitch '},{'Bob We'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Olivia'},{'Sarah '},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Olivia'},{'Stanle'},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Olivia'},{'Stanle'},,&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Olivia'},,,&,4/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Sarah '},{'Mitch '},{'John T'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Sarah '},{'Olivia'},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Stanle'},{'Ben Hu'},{'John T'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Stanle'},{'Chad L'},{'Bob We'},&,2/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Stanle'},{'Kevin '},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Stanle'},,,&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},{'Olivia'},{'Ben Hu'},,&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Tony M'},,,,&,7/1,&
&,{'Eric Z'},{'Eli Ar'},,,,,&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Lisa F'},{'Mitch '},{'Ben Hu'},,&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Olivia'},{'Bob We'},,,&,1/1,&
&,{'Eric Z'},{'Eli Ar'},{'Olivia'},,,,&,1/1,&
&,{'Eric Z'},{'Eli Ar'},,,,,&,104/1,&
&,{'Eric Z'},,,,,,&,1/1,&
&,{'Eric Z'},,,,,,&,1/1,&
&,{'Eric Z'},{'John J'},{'Bob Ca'},{'Sarah '},{'Tony S'},,&,1/1,&
&,{'Eric Z'},{'John J'},{'Kevin '},{'Bob We'},{'Sarah '},{'Lisa F'},&,1/1,&
&,{'Eric Z'},{'John J'},{'Kevin '},,,,&,1/1,&
&,{'Eric Z'},{'John J'},{'Olivia'},,,,&,1/1,&
&,{'Eric Z'},{'John J'},{'Sarah '},,,,&,1/1,&
&,{'Eric Z'},{'John J'},{'Tony M'},,,,&,1/1,&
&,{'Eric Z'},{'John T'},{'Andra '},{'Kevin '},{'Mitch '},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Ben Hu'},{'Chloe '},,,&,1/1,&
&,{'Eric Z'},{'John T'},{'Ben Hu'},{'Eli Ar'},{'Bob Ca'},{'Lisa F'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Ben Hu'},{'Eli Ar'},{'Ciatta'},{'Mitch '},&,1/1,&
&,{'Eric Z'},{'John T'},{'Ben Hu'},{'Eli Ar'},{'Olivia'},,&,1/1,&
&,{'Eric Z'},{'John T'},{'Ben Hu'},{'Eli Ar'},{'Tony M'},{'Mike D'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Ben Hu'},{'Moses '},{'Olivia'},,&,1/1,&
&,{'Eric Z'},{'John T'},{'Ben Hu'},{'Tony M'},{'Bob We'},{'Stanle'},&,2/1,&
&,{'Eric Z'},{'John T'},{'Ben Hu'},,,,&,2/1,&
&,{'Eric Z'},{'John T'},{'Bob Ca'},{'Olivia'},,,&,1/1,&
&,{'Eric Z'},{'John T'},{'Bob We'},{'Ben Hu'},{'Olivia'},{'Eli Ar'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Bob We'},{'Eli Ar'},{'Bob Ca'},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Bob We'},{'Eli Ar'},{'Ciatta'},{'Stanle'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Bob We'},{'Lisa F'},{'Olivia'},{'Bob Ca'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Bob We'},{'Mitch '},{'Eli Ar'},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Bob We'},{'Olivia'},{'Ben Hu'},{'Eli Ar'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Bob We'},{'Olivia'},{'Eli Ar'},,&,1/1,&
&,{'Eric Z'},{'John T'},{'Bob We'},{'Stanle'},{'Bob Ca'},{'Tony M'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Bob We'},{'Stanle'},{'Eli Ar'},{'Lisa F'},&,2/1,&
&,{'Eric Z'},{'John T'},{'Bob We'},,,,&,3/1,&
&,{'Eric Z'},{'John T'},{'Brando'},{'Patric'},{'Joseph'},,&,1/1,&
&,{'Eric Z'},{'John T'},{'Chad L'},{'Eli Ar'},{'Olivia'},{'Bob We'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Chad L'},{'Lisa F'},{'Sarah '},{'Ciatta'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Chad L'},{'Olivia'},{'Eli Ar'},{'Stanle'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Chad L'},{'Sarah '},{'Mitch '},{'Lisa F'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Chad L'},,,,&,3/1,&
&,{'Eric Z'},{'John T'},{'Chloe '},{'Eli Ar'},,,&,1/1,&
&,{'Eric Z'},{'John T'},{'Ciatta'},{'Chloe '},{'Stanle'},{'Tony M'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Ciatta'},{'Lisa F'},{'L Chri'},{'Raquel'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Eli Ar'},{'Ben Hu'},{'Chad L'},{'Stanle'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Eli Ar'},{'Bob We'},{'Ben Hu'},{'Lisa F'},&,2/1,&
&,{'Eric Z'},{'John T'},{'Eli Ar'},{'Bob We'},{'Mitch '},{'Chris '},&,1/1,&
&,{'Eric Z'},{'John T'},{'Eli Ar'},{'Bob We'},{'Stanle'},{'Tony M'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Eli Ar'},{'Chad L'},{'Olivia'},,&,1/1,&
&,{'Eric Z'},{'John T'},{'Eli Ar'},{'Chad L'},,,&,2/1,&
&,{'Eric Z'},{'John T'},{'Eli Ar'},{'Chloe '},{'Kevin '},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Eli Ar'},{'Olivia'},,,&,1/1,&
&,{'Eric Z'},{'John T'},{'Eli Ar'},{'Lisa F'},{'Olivia'},{'Bob We'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Eli Ar'},{'Mitch '},{'Bob We'},,&,1/1,&
&,{'Eric Z'},{'John T'},{'Eli Ar'},{'Mitch '},,,&,2/1,&
&,{'Eric Z'},{'John T'},{'Eli Ar'},{'Olivia'},{'Moses '},,&,1/1,&
&,{'Eric Z'},{'John T'},{'Eli Ar'},{'Olivia'},{'Tony M'},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Eli Ar'},{'Sarah '},{'Olivia'},{'Tony M'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Eli Ar'},{'Tony M'},{'Chad L'},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Eli Ar'},{'Tony M'},{'Sarah '},{'Ciatta'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Eli Ar'},{'Tony M'},,,&,1/1,&
&,{'Eric Z'},{'John T'},{'Eli Ar'},,,,&,5/1,&
&,{'Eric Z'},{'John T'},{'John J'},{'Bob We'},{'Kelly '},{'Kevin '},&,1/1,&
&,{'Eric Z'},{'John T'},{'Kevin '},{'Michae'},{'Mitch '},{'L Chri'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Lisa F'},{'Tony M'},{'Chloe '},{'Sarah '},&,1/1,&
&,{'Eric Z'},{'John T'},{'Lisa F'},{'Tony M'},{'Eli Ar'},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Mitch '},{'Bob We'},{'Eli Ar'},{'Chad L'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Mitch '},{'Bob We'},{'Olivia'},,&,1/1,&
&,{'Eric Z'},{'John T'},{'Mitch '},{'Chloe '},,,&,2/1,&
&,{'Eric Z'},{'John T'},{'Mitch '},{'Stanle'},{'Olivia'},{'Lisa F'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Mitch '},,,,&,2/1,&
&,{'Eric Z'},{'John T'},{'Moses '},{'Ben Hu'},,,&,1/1,&
&,{'Eric Z'},{'John T'},{'Olivia'},{'Ben Hu'},{'Chad L'},{'Sarah '},&,1/1,&
&,{'Eric Z'},{'John T'},{'Olivia'},{'Bob We'},{'Eli Ar'},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Olivia'},{'Bob We'},{'Mitch '},{'Tony M'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Olivia'},{'Chad L'},,,&,1/1,&
&,{'Eric Z'},{'John T'},{'Olivia'},{'Eli Ar'},{'Ben Hu'},{'Chloe '},&,1/1,&
&,{'Eric Z'},{'John T'},{'Olivia'},{'Eli Ar'},{'Ben Hu'},{'Tony M'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Olivia'},{'Eli Ar'},{'Mitch '},{'Lisa F'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Olivia'},{'Eli Ar'},{'Stanle'},{'Ben Hu'},&,2/1,&
&,{'Eric Z'},{'John T'},{'Olivia'},{'Eli Ar'},{'Tony M'},{'Kevin '},&,1/1,&
&,{'Eric Z'},{'John T'},{'Olivia'},{'Eli Ar'},{'Tony M'},{'Mitch '},&,1/1,&
&,{'Eric Z'},{'John T'},{'Olivia'},{'Lisa F'},,,&,1/1,&
&,{'Eric Z'},{'John T'},{'Olivia'},{'Sarah '},{'Tony M'},{'Kevin '},&,1/1,&
&,{'Eric Z'},{'John T'},{'Olivia'},,,,&,7/1,&
&,{'Eric Z'},{'John T'},{'Sarah '},{'Chloe '},{'Mitch '},{'Bob We'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Sarah '},{'Mike D'},{'Moses '},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Sarah '},{'Olivia'},{'Eli Ar'},{'Bob We'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Sarah '},{'Olivia'},{'Eli Ar'},{'Mitch '},&,1/1,&
&,{'Eric Z'},{'John T'},{'Stanle'},{'Bob We'},{'Chloe '},,&,2/1,&
&,{'Eric Z'},{'John T'},{'Stanle'},{'Eli Ar'},{'Ben Hu'},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Stanle'},{'Eli Ar'},{'Bob We'},{'Raquel'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Stanle'},{'Eli Ar'},,,&,2/1,&
&,{'Eric Z'},{'John T'},{'Stanle'},{'Tony M'},{'Eli Ar'},{'Lisa F'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Tony M'},{'Ben Hu'},{'Eli Ar'},{'Mike D'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Tony M'},{'Ben Hu'},,,&,1/1,&
&,{'Eric Z'},{'John T'},{'Tony M'},{'Bob We'},{'Eli Ar'},{'Stanle'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Tony M'},{'Eli Ar'},{'Chad L'},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'John T'},{'Tony M'},{'Eli Ar'},{'Olivia'},,&,2/1,&
&,{'Eric Z'},{'John T'},{'Tony M'},{'Eli Ar'},,,&,1/1,&
&,{'Eric Z'},{'John T'},{'Tony M'},{'Moses '},,,&,1/1,&
&,{'Eric Z'},{'John T'},{'Tony M'},{'Olivia'},,,&,1/1,&
&,{'Eric Z'},{'John T'},{'Tony M'},,,,&,1/1,&
&,{'Eric Z'},{'John T'},,,,,&,6/1,&
&,{'Eric Z'},{'Joseph'},{'Bob We'},,,,&,2/1,&
&,{'Eric Z'},{'Joseph'},{'Chad L'},{'Brando'},,,&,1/1,&
&,{'Eric Z'},{'Joseph'},{'Eli Ar'},{'Lisa F'},{'Tony M'},{'Bob Ca'},&,1/1,&
&,{'Eric Z'},{'Joseph'},{'Eli Ar'},{'Moses '},{'Bob We'},{'Chad L'},&,1/1,&
&,{'Eric Z'},{'Joseph'},{'Kevin '},{'Mitch '},{'Eli Ar'},{'Bob Ca'},&,1/1,&
&,{'Eric Z'},{'Joseph'},{'Mitch '},{'Tony M'},{'Olivia'},,&,1/1,&
&,{'Eric Z'},{'Joseph'},{'Olivia'},{'Ben Hu'},{'Sarah '},{'Moses '},&,1/1,&
&,{'Eric Z'},{'Joseph'},{'Olivia'},{'Eli Ar'},{'Bob We'},{'Lisa F'},&,1/1,&
&,{'Eric Z'},{'Joseph'},{'Olivia'},{'Eli Ar'},,,&,2/1,&
&,{'Eric Z'},{'Joseph'},{'Olivia'},{'Mitch '},,,&,1/1,&
&,{'Eric Z'},{'Joseph'},{'Olivia'},{'Sarah '},{'Chad L'},{'Tony M'},&,1/1,&
&,{'Eric Z'},{'Joseph'},{'Olivia'},,,,&,1/1,&
&,{'Eric Z'},{'Joseph'},{'Tony M'},{'Sarah '},{'Lisa F'},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Kelly '},{'Bob Ca'},{'Bob We'},{'Olivia'},{'Tony M'},&,1/1,&
&,{'Eric Z'},{'Kelly '},{'Brando'},{'Tony M'},{'Eli Ar'},{'Bob We'},&,1/1,&
&,{'Eric Z'},{'Kelly '},{'Eli Ar'},{'Bob Ca'},{'Patric'},{'Chloe '},&,1/1,&
&,{'Eric Z'},{'Kelly '},{'Eli Ar'},{'Mike D'},,,&,2/1,&
&,{'Eric Z'},{'Kelly '},{'Eli Ar'},{'Patric'},,,&,1/1,&
&,{'Eric Z'},{'Kelly '},{'Lisa F'},{'John J'},{'Kevin '},{'Lee Od'},&,1/1,&
&,{'Eric Z'},{'Kelly '},{'Mike D'},,,,&,1/1,&
&,{'Eric Z'},{'Kelly '},{'Raquel'},{'John T'},{'Stanle'},{'Andra '},&,1/1,&
&,{'Eric Z'},{'Kelly '},{'Tony M'},,,,&,1/1,&
&,{'Eric Z'},{'Kelly '},,,,,&,3/1,&
&,{'Eric Z'},{'Kevin '},{'Andra '},{'Mitch '},{'John T'},{'Lisa F'},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Ben Hu'},{'Bob We'},{'Mitch '},{'Eli Ar'},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Ben Hu'},,,,&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Bob Ca'},{'Eli Ar'},{'John T'},{'Sarah '},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Bob Ca'},{'Eli Ar'},,,&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Bob Ca'},,,,&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Bob We'},{'Bob Ca'},{'Tony S'},,&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Bob We'},{'Bob Ca'},,,&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Bob We'},{'Eli Ar'},{'Olivia'},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Bob We'},{'Eli Ar'},{'Tony M'},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Bob We'},{'Mitch '},{'Bob Ca'},{'Olivia'},&,1/1,&
